user_id,mobile,password,nickname,avatar,bio,email,birthday
10001,+8610000010001,123456Aa!,bench_user_10001,https://example.com/bench/avatar-10001.png,bench user 10001,bench_user_10001@example.com,946684800
10002,+8610000010002,123456Aa!,bench_user_10002,https://example.com/bench/avatar-10002.png,bench user 10002,bench_user_10002@example.com,946684800
10003,+8610000010003,123456Aa!,bench_user_10003,https://example.com/bench/avatar-10003.png,bench user 10003,bench_user_10003@example.com,946684800
10004,+8610000010004,123456Aa!,bench_user_10004,https://example.com/bench/avatar-10004.png,bench user 10004,bench_user_10004@example.com,946684800
10005,+8610000010005,123456Aa!,bench_user_10005,https://example.com/bench/avatar-10005.png,bench user 10005,bench_user_10005@example.com,946684800
10006,+8610000010006,123456Aa!,bench_user_10006,https://example.com/bench/avatar-10006.png,bench user 10006,bench_user_10006@example.com,946684800
10007,+8610000010007,123456Aa!,bench_user_10007,https://example.com/bench/avatar-10007.png,bench user 10007,bench_user_10007@example.com,946684800
10008,+8610000010008,123456Aa!,bench_user_10008,https://example.com/bench/avatar-10008.png,bench user 10008,bench_user_10008@example.com,946684800
10009,+8610000010009,123456Aa!,bench_user_10009,https://example.com/bench/avatar-10009.png,bench user 10009,bench_user_10009@example.com,946684800
10010,+8610000010010,123456Aa!,bench_user_10010,https://example.com/bench/avatar-10010.png,bench user 10010,bench_user_10010@example.com,946684800
10011,+8610000010011,123456Aa!,bench_user_10011,https://example.com/bench/avatar-10011.png,bench user 10011,bench_user_10011@example.com,946684800
10012,+8610000010012,123456Aa!,bench_user_10012,https://example.com/bench/avatar-10012.png,bench user 10012,bench_user_10012@example.com,946684800
10013,+8610000010013,123456Aa!,bench_user_10013,https://example.com/bench/avatar-10013.png,bench user 10013,bench_user_10013@example.com,946684800
10014,+8610000010014,123456Aa!,bench_user_10014,https://example.com/bench/avatar-10014.png,bench user 10014,bench_user_10014@example.com,946684800
10015,+8610000010015,123456Aa!,bench_user_10015,https://example.com/bench/avatar-10015.png,bench user 10015,bench_user_10015@example.com,946684800
10016,+8610000010016,123456Aa!,bench_user_10016,https://example.com/bench/avatar-10016.png,bench user 10016,bench_user_10016@example.com,946684800
10017,+8610000010017,123456Aa!,bench_user_10017,https://example.com/bench/avatar-10017.png,bench user 10017,bench_user_10017@example.com,946684800
10018,+8610000010018,123456Aa!,bench_user_10018,https://example.com/bench/avatar-10018.png,bench user 10018,bench_user_10018@example.com,946684800
10019,+8610000010019,123456Aa!,bench_user_10019,https://example.com/bench/avatar-10019.png,bench user 10019,bench_user_10019@example.com,946684800
10020,+8610000010020,123456Aa!,bench_user_10020,https://example.com/bench/avatar-10020.png,bench user 10020,bench_user_10020@example.com,946684800
10021,+8610000010021,123456Aa!,bench_user_10021,https://example.com/bench/avatar-10021.png,bench user 10021,bench_user_10021@example.com,946684800
10022,+8610000010022,123456Aa!,bench_user_10022,https://example.com/bench/avatar-10022.png,bench user 10022,bench_user_10022@example.com,946684800
10023,+8610000010023,123456Aa!,bench_user_10023,https://example.com/bench/avatar-10023.png,bench user 10023,bench_user_10023@example.com,946684800
10024,+8610000010024,123456Aa!,bench_user_10024,https://example.com/bench/avatar-10024.png,bench user 10024,bench_user_10024@example.com,946684800
10025,+8610000010025,123456Aa!,bench_user_10025,https://example.com/bench/avatar-10025.png,bench user 10025,bench_user_10025@example.com,946684800
10026,+8610000010026,123456Aa!,bench_user_10026,https://example.com/bench/avatar-10026.png,bench user 10026,bench_user_10026@example.com,946684800
10027,+8610000010027,123456Aa!,bench_user_10027,https://example.com/bench/avatar-10027.png,bench user 10027,bench_user_10027@example.com,946684800
10028,+8610000010028,123456Aa!,bench_user_10028,https://example.com/bench/avatar-10028.png,bench user 10028,bench_user_10028@example.com,946684800
10029,+8610000010029,123456Aa!,bench_user_10029,https://example.com/bench/avatar-10029.png,bench user 10029,bench_user_10029@example.com,946684800
10030,+8610000010030,123456Aa!,bench_user_10030,https://example.com/bench/avatar-10030.png,bench user 10030,bench_user_10030@example.com,946684800
10031,+8610000010031,123456Aa!,bench_user_10031,https://example.com/bench/avatar-10031.png,bench user 10031,bench_user_10031@example.com,946684800
10032,+8610000010032,123456Aa!,bench_user_10032,https://example.com/bench/avatar-10032.png,bench user 10032,bench_user_10032@example.com,946684800
10033,+8610000010033,123456Aa!,bench_user_10033,https://example.com/bench/avatar-10033.png,bench user 10033,bench_user_10033@example.com,946684800
10034,+8610000010034,123456Aa!,bench_user_10034,https://example.com/bench/avatar-10034.png,bench user 10034,bench_user_10034@example.com,946684800
10035,+8610000010035,123456Aa!,bench_user_10035,https://example.com/bench/avatar-10035.png,bench user 10035,bench_user_10035@example.com,946684800
10036,+8610000010036,123456Aa!,bench_user_10036,https://example.com/bench/avatar-10036.png,bench user 10036,bench_user_10036@example.com,946684800
10037,+8610000010037,123456Aa!,bench_user_10037,https://example.com/bench/avatar-10037.png,bench user 10037,bench_user_10037@example.com,946684800
10038,+8610000010038,123456Aa!,bench_user_10038,https://example.com/bench/avatar-10038.png,bench user 10038,bench_user_10038@example.com,946684800
10039,+8610000010039,123456Aa!,bench_user_10039,https://example.com/bench/avatar-10039.png,bench user 10039,bench_user_10039@example.com,946684800
10040,+8610000010040,123456Aa!,bench_user_10040,https://example.com/bench/avatar-10040.png,bench user 10040,bench_user_10040@example.com,946684800
10041,+8610000010041,123456Aa!,bench_user_10041,https://example.com/bench/avatar-10041.png,bench user 10041,bench_user_10041@example.com,946684800
10042,+8610000010042,123456Aa!,bench_user_10042,https://example.com/bench/avatar-10042.png,bench user 10042,bench_user_10042@example.com,946684800
10043,+8610000010043,123456Aa!,bench_user_10043,https://example.com/bench/avatar-10043.png,bench user 10043,bench_user_10043@example.com,946684800
10044,+8610000010044,123456Aa!,bench_user_10044,https://example.com/bench/avatar-10044.png,bench user 10044,bench_user_10044@example.com,946684800
10045,+8610000010045,123456Aa!,bench_user_10045,https://example.com/bench/avatar-10045.png,bench user 10045,bench_user_10045@example.com,946684800
10046,+8610000010046,123456Aa!,bench_user_10046,https://example.com/bench/avatar-10046.png,bench user 10046,bench_user_10046@example.com,946684800
10047,+8610000010047,123456Aa!,bench_user_10047,https://example.com/bench/avatar-10047.png,bench user 10047,bench_user_10047@example.com,946684800
10048,+8610000010048,123456Aa!,bench_user_10048,https://example.com/bench/avatar-10048.png,bench user 10048,bench_user_10048@example.com,946684800
10049,+8610000010049,123456Aa!,bench_user_10049,https://example.com/bench/avatar-10049.png,bench user 10049,bench_user_10049@example.com,946684800
10050,+8610000010050,123456Aa!,bench_user_10050,https://example.com/bench/avatar-10050.png,bench user 10050,bench_user_10050@example.com,946684800
10051,+8610000010051,123456Aa!,bench_user_10051,https://example.com/bench/avatar-10051.png,bench user 10051,bench_user_10051@example.com,946684800
10052,+8610000010052,123456Aa!,bench_user_10052,https://example.com/bench/avatar-10052.png,bench user 10052,bench_user_10052@example.com,946684800
10053,+8610000010053,123456Aa!,bench_user_10053,https://example.com/bench/avatar-10053.png,bench user 10053,bench_user_10053@example.com,946684800
10054,+8610000010054,123456Aa!,bench_user_10054,https://example.com/bench/avatar-10054.png,bench user 10054,bench_user_10054@example.com,946684800
10055,+8610000010055,123456Aa!,bench_user_10055,https://example.com/bench/avatar-10055.png,bench user 10055,bench_user_10055@example.com,946684800
10056,+8610000010056,123456Aa!,bench_user_10056,https://example.com/bench/avatar-10056.png,bench user 10056,bench_user_10056@example.com,946684800
10057,+8610000010057,123456Aa!,bench_user_10057,https://example.com/bench/avatar-10057.png,bench user 10057,bench_user_10057@example.com,946684800
10058,+8610000010058,123456Aa!,bench_user_10058,https://example.com/bench/avatar-10058.png,bench user 10058,bench_user_10058@example.com,946684800
10059,+8610000010059,123456Aa!,bench_user_10059,https://example.com/bench/avatar-10059.png,bench user 10059,bench_user_10059@example.com,946684800
10060,+8610000010060,123456Aa!,bench_user_10060,https://example.com/bench/avatar-10060.png,bench user 10060,bench_user_10060@example.com,946684800
10061,+8610000010061,123456Aa!,bench_user_10061,https://example.com/bench/avatar-10061.png,bench user 10061,bench_user_10061@example.com,946684800
10062,+8610000010062,123456Aa!,bench_user_10062,https://example.com/bench/avatar-10062.png,bench user 10062,bench_user_10062@example.com,946684800
10063,+8610000010063,123456Aa!,bench_user_10063,https://example.com/bench/avatar-10063.png,bench user 10063,bench_user_10063@example.com,946684800
10064,+8610000010064,123456Aa!,bench_user_10064,https://example.com/bench/avatar-10064.png,bench user 10064,bench_user_10064@example.com,946684800
10065,+8610000010065,123456Aa!,bench_user_10065,https://example.com/bench/avatar-10065.png,bench user 10065,bench_user_10065@example.com,946684800
10066,+8610000010066,123456Aa!,bench_user_10066,https://example.com/bench/avatar-10066.png,bench user 10066,bench_user_10066@example.com,946684800
10067,+8610000010067,123456Aa!,bench_user_10067,https://example.com/bench/avatar-10067.png,bench user 10067,bench_user_10067@example.com,946684800
10068,+8610000010068,123456Aa!,bench_user_10068,https://example.com/bench/avatar-10068.png,bench user 10068,bench_user_10068@example.com,946684800
10069,+8610000010069,123456Aa!,bench_user_10069,https://example.com/bench/avatar-10069.png,bench user 10069,bench_user_10069@example.com,946684800
